<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.02.16	04:45:00	5002.44	5003.17	4996.53	5000.46	462	0	19
2026.02.16	04:46:00	5000.46	5002.10	4999.68	4999.76	302	0	20
2026.02.16	04:47:00	4999.76	5000.96	4998.06	4999.21	273	0	18
2026.02.16	04:48:00	4999.30	4999.61	4995.08	4997.59	357	0	20
2026.02.16	04:49:00	4997.59	5001.49	4997.57	4998.73	353	0	21
2026.02.16	04:50:00	4998.73	4998.94	4994.56	4995.59	320	0	19
2026.02.16	04:51:00	4995.59	4995.64	4992.27	4994.08	347	0	19
2026.02.16	04:52:00	4994.08	4996.84	4994.08	4996.31	337	0	18
2026.02.16	04:53:00	4996.31	4997.31	4993.72	4994.10	262	0	16
2026.02.16	04:54:00	4994.10	4995.51	4993.95	4994.50	198	0	17
2026.02.16	04:55:00	4994.50	4996.82	4993.38	4996.74	276	0	16
2026.02.16	04:56:00	4996.74	4996.81	4994.08	4994.23	301	0	17
2026.02.16	04:57:00	4994.21	4994.68	4993.12	4994.24	169	0	19
2026.02.16	04:58:00	4994.24	4995.11	4992.80	4994.90	285	0	18
2026.02.16	04:59:00	4994.90	4995.76	4993.28	4994.76	230	0	21
2026.02.16	05:00:00	4994.76	4994.76	4991.02	4993.52	447	0	21
2026.02.16	05:01:00	4993.52	4993.63	4989.26	4990.44	333	0	18
2026.02.16	05:02:00	4990.44	4994.37	4990.18	4994.00	346	0	19
2026.02.16	05:03:00	4994.00	4997.20	4994.00	4997.11	330	0	16
2026.02.16	05:04:00	4997.09	4998.22	4996.05	4996.12	255	0	16
2026.02.16	05:05:00	4996.12	4999.78	4995.80	4999.60	226	0	16
2026.02.16	05:06:00	4999.60	4999.98	4998.70	4999.09	259	0	16
2026.02.16	05:07:00	4999.09	4999.19	4996.41	4996.41	257	0	16
2026.02.16	05:08:00	4996.41	4997.07	4993.15	4994.02	266	0	16
2026.02.16	05:09:00	4994.02	4994.46	4988.63	4991.64	387	0	16
2026.02.16	05:10:00	4991.64	4993.90	4991.16	4993.80	226	0	18
2026.02.16	05:11:00	4993.80	4995.48	4993.80	4994.84	202	0	16
2026.02.16	05:12:00	4994.84	4996.17	4994.50	4994.69	176	0	16
2026.02.16	05:13:00	4994.69	4994.80	4993.13	4994.06	179	0	16
2026.02.16	05:14:00	4994.06	4997.65	4993.93	4997.60	219	0	16
2026.02.16	05:15:00	4997.60	4997.81	4996.37	4996.71	208	0	16
2026.02.16	05:16:00	4996.71	4996.93	4995.95	4996.51	134	0	16
2026.02.16	05:17:00	4996.51	4997.65	4996.49	4996.73	192	0	16
2026.02.16	05:18:00	4996.73	4997.71	4996.11	4997.71	162	0	16
2026.02.16	05:19:00	4997.71	4998.60	4996.74	4997.40	193	0	16
2026.02.16	05:20:00	4997.40	4997.40	4993.63	4994.53	257	0	16
2026.02.16	05:21:00	4994.53	4997.29	4994.47	4995.65	187	0	25
2026.02.16	05:22:00	4995.65	4997.80	4995.22	4995.47	160	0	22
2026.02.16	05:23:00	4995.47	4997.11	4995.47	4996.32	191	0	16
2026.02.16	05:24:00	4996.32	4997.42	4996.32	4996.88	133	0	16
2026.02.16	05:25:00	4996.88	4997.43	4996.01	4997.42	166	0	16
2026.02.16	05:26:00	4997.42	4998.11	4996.92	4997.53	158	0	16
2026.02.16	05:27:00	4997.53	4998.02	4995.59	4995.68	143	0	16
2026.02.16	05:28:00	4995.68	4997.45	4995.61	4995.70	112	0	16
2026.02.16	05:29:00	4995.70	4995.91	4994.71	4994.97	147	0	16
2026.02.16	05:30:00	4994.97	4996.77	4994.22	4994.53	317	0	16
2026.02.16	05:31:00	4994.53	4995.03	4992.53	4994.10	260	0	20
2026.02.16	05:32:00	4994.10	4996.02	4994.09	4995.99	195	0	20
2026.02.16	05:33:00	4995.99	4996.01	4994.36	4994.86	197	0	17
2026.02.16	05:34:00	4994.86	4995.29	4994.54	4995.06	112	0	16
2026.02.16	05:35:00	4995.06	4996.14	4994.57	4995.43	147	0	16
2026.02.16	05:36:00	4995.43	4995.43	4992.73	4993.16	148	0	19
2026.02.16	05:37:00	4993.16	4993.32	4989.23	4989.33	281	0	18
2026.02.16	05:38:00	4989.33	4991.62	4988.70	4990.90	289	0	20
2026.02.16	05:39:00	4990.90	4990.91	4990.01	4990.78	126	0	16
2026.02.16	05:40:00	4990.78	4994.11	4990.04	4993.64	224	0	16
2026.02.16	05:41:00	4993.64	4993.66	4990.40	4990.71	189	0	20
2026.02.16	05:42:00	4990.71	4991.07	4990.18	4990.19	159	0	17
2026.02.16	05:43:00	4990.19	4992.28	4990.01	4991.56	147	0	16
2026.02.16	05:44:00	4991.56	4991.56	4990.60	4990.96	139	0	16
2026.02.16	05:45:00	4990.96	4990.99	4988.93	4989.34	129	0	16
2026.02.16	05:46:00	4989.34	4992.33	4989.34	4991.76	255	0	16
2026.02.16	05:47:00	4991.76	4993.20	4990.19	4990.21	142	0	16
2026.02.16	05:48:00	4990.28	4991.13	4988.09	4989.21	283	0	20
2026.02.16	05:49:00	4989.21	4989.34	4973.16	4985.07	701	0	23
2026.02.16	05:50:00	4985.07	4988.95	4984.44	4988.19	577	0	25
2026.02.16	05:51:00	4988.19	4990.73	4987.81	4990.44	463	0	21
2026.02.16	05:52:00	4990.44	4993.66	4990.30	4991.84	435	0	20
2026.02.16	05:53:00	4991.84	4993.63	4990.54	4990.79	283	0	18
2026.02.16	05:54:00	4990.79	4991.99	4990.02	4991.27	201	0	17
2026.02.16	05:55:00	4991.27	4991.53	4990.60	4991.51	99	0	16
2026.02.16	05:56:00	4991.51	4992.42	4990.95	4991.02	148	0	16
2026.02.16	05:57:00	4991.02	4991.02	4989.45	4989.90	203	0	16
2026.02.16	05:58:00	4989.90	4990.00	4988.17	4989.33	153	0	16
2026.02.16	05:59:00	4989.33	4989.56	4987.53	4987.55	123	0	16
2026.02.16	06:00:00	4987.55	4991.00	4986.66	4990.97	332	0	17
2026.02.16	06:01:00	4990.97	4992.16	4990.37	4990.55	227	0	17
2026.02.16	06:02:00	4990.55	4990.58	4989.95	4990.13	98	0	16
2026.02.16	06:03:00	4990.13	4990.32	4987.47	4987.80	140	0	16
2026.02.16	06:04:00	4987.80	4988.44	4987.23	4987.85	173	0	16
2026.02.16	06:05:00	4987.85	4987.85	4981.97	4982.66	456	0	16
2026.02.16	06:06:00	4982.66	4984.69	4980.33	4983.75	243	0	22
2026.02.16	06:07:00	4983.75	4983.82	4980.33	4982.18	277	0	22
2026.02.16	06:08:00	4982.18	4982.18	4976.23	4978.37	509	0	24
2026.02.16	06:09:00	4978.37	4978.69	4975.47	4976.79	311	0	22
2026.02.16	06:10:00	4976.79	4977.33	4973.04	4975.20	391	0	20
2026.02.16	06:11:00	4975.31	4980.06	4975.30	4978.78	338	0	18
2026.02.16	06:12:00	4978.78	4978.78	4973.74	4974.07	366	0	18
2026.02.16	06:13:00	4974.07	4976.49	4973.89	4974.85	225	0	16
2026.02.16	06:14:00	4974.85	4977.58	4974.85	4976.62	232	0	16
2026.02.16	06:15:00	4976.62	4976.97	4974.67	4974.67	203	0	16
2026.02.16	06:16:00	4974.67	4976.30	4974.60	4975.13	169	0	16
2026.02.16	06:17:00	4975.13	4975.98	4974.77	4975.71	122	0	16
2026.02.16	06:18:00	4975.71	4977.02	4973.38	4975.79	178	0	16
2026.02.16	06:19:00	4975.79	4977.05	4974.49	4974.67	177	0	16
2026.02.16	06:20:00	4974.67	4975.16	4973.67	4974.80	239	0	16
2026.02.16	06:21:00	4974.80	4975.29	4973.25	4974.22	222	0	16
2026.02.16	06:22:00	4974.22	4976.63	4973.69	4976.60	184	0	16
2026.02.16	06:23:00	4976.60	4978.24	4976.38	4977.16	256	0	17
2026.02.16	06:24:00	4977.16	4979.39	4977.16	4977.55	272	0	17
2026.02.16	06:25:00	4977.55	4978.23	4976.95	4978.23	194	0	17
2026.02.16	06:26:00	4978.23	4979.77	4978.23	4979.36	171	0	16
2026.02.16	06:27:00	4979.36	4980.08	4978.86	4979.17	148	0	16
2026.02.16	06:28:00	4979.17	4979.50	4977.56	4979.16	94	0	16
2026.02.16	06:29:00	4979.16	4979.28	4976.49	4976.49	180	0	16
2026.02.16	06:30:00	4976.49	4978.43	4975.68	4976.52	188	0	18
2026.02.16	06:31:00	4976.52	4976.85	4973.98	4974.90	288	0	21
2026.02.16	06:32:00	4974.90	4975.74	4974.29	4974.83	184	0	21
2026.02.16	06:33:00	4974.83	4975.16	4974.16	4975.00	145	0	18
2026.02.16	06:34:00	4975.00	4975.22	4974.21	4974.33	180	0	16
2026.02.16	06:35:00	4974.33	4974.95	4973.91	4974.33	214	0	16
2026.02.16	06:36:00	4974.33	4975.99	4974.02	4975.34	149	0	16
2026.02.16	06:37:00	4975.34	4975.58	4974.64	4974.99	93	0	16
2026.02.16	06:38:00	4974.99	4975.33	4973.76	4974.06	145	0	17
2026.02.16	06:39:00	4974.06	4974.72	4973.92	4974.72	125	0	16
2026.02.16	06:40:00	4974.72	4975.07	4974.10	4974.17	153	0	16
2026.02.16	06:41:00	4974.17	4974.40	4973.82	4973.95	112	0	16
2026.02.16	06:42:00	4973.95	4974.45	4973.93	4974.33	97	0	16
2026.02.16	06:43:00	4974.33	4977.45	4974.04	4976.49	284	0	16
2026.02.16	06:44:00	4976.49	4976.87	4974.86	4976.12	209	0	23
2026.02.16	06:45:00	4976.08	4978.89	4975.98	4978.03	187	0	21
2026.02.16	06:46:00	4978.05	4978.47	4977.70	4977.86	195	0	21
2026.02.16	06:47:00	4977.86	4978.46	4977.18	4978.35	174	0	18
2026.02.16	06:48:00	4978.35	4978.49	4977.41	4977.74	164	0	17
2026.02.16	06:49:00	4977.74	4979.16	4977.44	4978.23	207	0	16
2026.02.16	06:50:00	4978.23	4979.80	4978.23	4979.78	123	0	18
2026.02.16	06:51:00	4979.78	4980.07	4978.55	4978.93	220	0	18
2026.02.16	06:52:00	4978.93	4979.40	4976.40	4977.41	239	0	17
2026.02.16	06:53:00	4977.41	4978.11	4977.40	4978.09	135	0	18
2026.02.16	06:54:00	4978.09	4979.66	4977.68	4979.01	222	0	18
2026.02.16	06:55:00	4979.01	4979.33	4978.34	4978.37	112	0	19
2026.02.16	06:56:00	4978.37	4978.45	4975.11	4975.17	213	0	19
2026.02.16	06:57:00	4975.17	4975.17	4974.27	4974.51	218	0	16
2026.02.16	06:58:00	4974.51	4976.77	4974.51	4975.47	175	0	16
2026.02.16	06:59:00	4975.47	4977.78	4975.11	4977.73	175	0	20
2026.02.16	07:00:00	4977.73	4977.80	4976.30	4976.65	197	0	20
2026.02.16	07:01:00	4976.65	4977.85	4976.04	4977.11	136	0	16
2026.02.16	07:02:00	4977.11	4977.11	4973.88	4975.00	158	0	16
2026.02.16	07:03:00	4975.00	4975.03	4964.53	4972.99	541	0	25
2026.02.16	07:04:00	4972.99	4977.93	4972.95	4977.27	432	0	25
2026.02.16	07:05:00	4977.27	4982.42	4977.03	4981.34	581	0	23
2026.02.16	07:06:00	4981.33	4984.54	4979.90	4981.14	509	0	21
2026.02.16	07:07:00	4981.14	4982.46	4978.17	4980.18	366	0	21
2026.02.16	07:08:00	4980.18	4984.19	4980.17	4983.78	297	0	20
2026.02.16	07:09:00	4983.75	4984.12	4982.23	4983.48	236	0	18
2026.02.16	07:10:00	4983.48	4983.48	4980.74	4981.53	237	0	17
2026.02.16	07:11:00	4981.53	4982.25	4980.52	4982.24	204	0	16
2026.02.16	07:12:00	4982.24	4984.81	4981.76	4984.80	120	0	16
2026.02.16	07:13:00	4984.80	4985.82	4984.55	4985.11	327	0	17
2026.02.16	07:14:00	4985.11	4985.11	4982.67	4983.40	209	0	16
2026.02.16	07:15:00	4983.40	4984.26	4983.19	4983.63	185	0	16
2026.02.16	07:16:00	4983.63	4986.38	4983.60	4984.40	167	0	16
2026.02.16	07:17:00	4984.40	4986.50	4983.67	4985.55	224	0	18
2026.02.16	07:18:00	4985.55	4987.19	4984.59	4986.58	312	0	19
2026.02.16	07:19:00	4986.58	4987.67	4986.30	4986.74	180	0	16
2026.02.16	07:20:00	4986.74	4986.86	4985.45	4985.45	159	0	16
2026.02.16	07:21:00	4985.45	4985.72	4984.80	4984.93	191	0	16
2026.02.16	07:22:00	4984.93	4986.80	4984.34	4986.65	151	0	16
2026.02.16	07:23:00	4986.65	4986.93	4984.99	4985.45	143	0	18
2026.02.16	07:24:00	4985.45	4986.65	4985.45	4986.59	86	0	16
2026.02.16	07:25:00	4986.59	4988.56	4986.47	4988.46	156	0	16
2026.02.16	07:26:00	4988.46	4988.47	4986.55	4987.15	133	0	17
2026.02.16	07:27:00	4987.16	4987.41	4985.45	4985.51	133	0	17
2026.02.16	07:28:00	4985.51	4986.94	4985.22	4986.25	189	0	18
2026.02.16	07:29:00	4986.25	4987.39	4986.16	4986.30	105	0	19
2026.02.16	07:30:00	4986.30	4990.07	4986.30	4988.79	135	0	18
2026.02.16	07:31:00	4988.79	4988.79	4987.62	4988.08	93	0	20
2026.02.16	07:32:00	4988.08	4988.13	4987.48	4987.53	51	0	16
2026.02.16	07:33:00	4987.53	4987.54	4985.17	4985.32	141	0	16
2026.02.16	07:34:00	4985.32	4986.08	4984.68	4985.56	174	0	17
2026.02.16	07:35:00	4985.56	4986.03	4984.96	4985.65	145	0	21
2026.02.16	07:36:00	4985.65	4985.66	4984.81	4984.89	83	0	16
2026.02.16	07:37:00	4984.89	4986.37	4984.89	4986.35	89	0	16
2026.02.16	07:38:00	4986.35	4986.80	4984.55	4984.55	113	0	17
2026.02.16	07:39:00	4984.54	4985.34	4984.08	4985.00	134	0	17
2026.02.16	07:40:00	4985.00	4986.33	4983.27	4985.97	210	0	19
2026.02.16	07:41:00	4985.97	4986.03	4984.58	4985.52	179	0	21
2026.02.16	07:42:00	4985.52	4985.74	4985.07	4985.66	118	0	17
2026.02.16	07:43:00	4985.66	4985.66	4984.86	4984.92	115	0	16
2026.02.16	07:44:00	4984.92	4986.51	4984.51	4985.84	116	0	16
2026.02.16	07:45:00	4985.84	4987.60	4985.20	4987.59	145	0	19
2026.02.16	07:46:00	4987.59	4987.66	4986.13	4986.47	145	0	17
2026.02.16	07:47:00	4986.48	4987.29	4986.22	4987.12	145	0	16
2026.02.16	07:48:00	4987.12	4989.03	4986.44	4988.90	157	0	16
2026.02.16	07:49:00	4988.90	4989.00	4986.75	4986.78	197	0	25
2026.02.16	07:50:00	4986.78	4987.56	4986.41	4986.53	161	0	19
2026.02.16	07:51:00	4986.53	4987.09	4984.94	4987.00	168	0	19
2026.02.16	07:52:00	4987.00	4988.53	4986.68	4988.19	96	0	16
2026.02.16	07:53:00	4988.19	4989.71	4987.29	4989.30	231	0	19
2026.02.16	07:54:00	4989.31	4989.87	4988.48	4989.20	178	0	22
2026.02.16	07:55:00	4989.20	4989.36	4988.44	4989.31	112	0	16
2026.02.16	07:56:00	4989.31	4990.34	4989.31	4990.18	164	0	16
2026.02.16	07:57:00	4990.18	4990.18	4988.62	4990.02	251	0	16
2026.02.16	07:58:00	4990.02	4990.69	4989.08	4990.07	172	0	16
2026.02.16	07:59:00	4990.07	4990.77	4989.73	4990.63	153	0	16
2026.02.16	08:00:00	4990.63	4990.87	4990.08	4990.49	185	0	16
2026.02.16	08:01:00	4990.49	4990.82	4990.14	4990.76	139	0	18
